id,company,title,domain,city,state,location,type,stipend,duration,skills,applications,rating,openings,posted_date,deadline,demand_score,growth_trend,source,is_live
4289581302,Google India,Network Engineering Intern,Network Engineering,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,8000,1 Month,"Blockchain, GitHub Actions, JIRA, MongoDB, RabbitMQ, Solidity",2728,4.6,13,2025-07-03,2025-09-03,53.6,9.6,Generated,False
4289581303,Microsoft,IT Support Intern,IT Support,Hubli,Karnataka,"Hubli, Karnataka",Hybrid,40000,1 Month,"Nginx, NumPy, Python, Selenium",1913,4.2,18,2025-01-18,2025-03-18,52.1,26.0,Generated,False
4289581304,Amazon,Natural Language Processing Intern,Natural Language Processing,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",On-site,50000,12 Months,"CI/CD, Deep Learning, FastAPI",4369,4.7,12,2025-08-04,2025-10-04,78.5,11.4,Generated,False
4289581305,Flipkart,ETL Developer Intern,Data Engineering,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,100000,6 Months,"Airflow, NumPy, Webpack",2138,4.1,20,2025-09-08,2025-11-08,65.9,30.2,Generated,False
4289581306,Infosys,Network Engineering Intern,Network Engineering,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Hybrid,18000,3 Months,"Firebase, Go, Power BI, Redux, Tailwind CSS",2984,3.3,7,2025-09-19,2025-11-19,47.9,0.8,Generated,False
4289581307,TCS,SEO Specialist Intern,Digital Marketing,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Hybrid,100000,1 Month,"Django, GitHub Actions, MATLAB, NLP, TypeScript, Vue.js",4292,4.2,5,2025-05-14,2025-07-14,93.5,31.6,Generated,False
4289581308,Wipro,UI Developer Intern,Frontend Development,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",On-site,40000,12 Months,"Blockchain, Google Analytics, Linux, Redux, Spark",3622,3.4,9,2025-04-20,2025-06-20,63.0,-1.2,Generated,False
4289581309,Zoho,Natural Language Processing Intern,Natural Language Processing,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Hybrid,5000,2 Months,"Matplotlib, NLP, Pandas, R, Svelte",811,3.6,13,2025-09-22,2025-11-22,25.7,30.8,Generated,False
4289581310,Razorpay,Data Engineer Intern,Data Engineering,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,40000,2 Months,"GraphQL, Linux, Terraform",1458,4.0,9,2025-08-24,2025-10-24,46.8,0.7,Generated,False
4289581311,Swiggy,Embedded Systems Intern,Embedded Systems,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",On-site,35000,12 Months,"Content Writing, Django, Excel, Hadoop, Pandas, Solidity",3980,5.0,8,2025-04-20,2025-06-20,69.9,15.9,Generated,False
4289581312,Zomato,Computer Vision Intern,Computer Vision,Surat,Gujarat,"Surat, Gujarat",Remote,20000,6 Months,"Django, JavaScript, Selenium",3313,3.7,14,2025-05-19,2025-07-19,58.7,21.1,Generated,False
4289581313,PhonePe,Full Stack Developer Intern,Full Stack Development,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",On-site,20000,1 Month,"C++, Deep Learning, Django, Google Analytics",534,4.0,10,2025-01-16,2025-03-16,32.5,26.8,Generated,False
4289581314,CRED,Growth Intern,Digital Marketing,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",On-site,3000,4 Months,"Firebase, Keras, Playwright, Python",607,4.9,23,2025-01-21,2025-03-21,32.6,14.6,Generated,False
4289581315,Paytm,Test Automation Intern,Quality Assurance,Hubli,Karnataka,"Hubli, Karnataka",Hybrid,10000,2 Months,"Elasticsearch, Nginx, PyTorch, SEO, Scikit-learn, Selenium",2947,4.5,12,2025-07-04,2025-09-04,53.4,23.8,Generated,False
4289581316,Freshworks,Robotics Intern,Robotics,Patna,Bihar,"Patna, Bihar",Hybrid,25000,3 Months,"Content Writing, Firebase, HTML/CSS, Kotlin, PostgreSQL, RabbitMQ",4317,4.6,11,2025-12-07,2025-12-07,74.2,27.5,Generated,False
4289581317,Byju's,Computer Vision Intern,Computer Vision,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",Hybrid,40000,2 Months,"Adobe XD, GCP, Hadoop, React",2923,4.0,1,2025-02-10,2025-04-10,60.8,28.1,Generated,False
4289581318,Ola,Natural Language Processing Intern,Natural Language Processing,Hubli,Karnataka,"Hubli, Karnataka",On-site,100000,6 Months,"Ansible, Google Analytics, Plotly, Pytest, Python, Seaborn",875,4.0,14,2025-07-22,2025-09-22,53.8,19.2,Generated,False
4289581319,Meesho,APM Intern,Product Management,Gurgaon,Haryana,"Gurgaon, Haryana",Remote,8000,12 Months,"Agile, NumPy, SQL, Scikit-learn, Spring Boot, Vue.js",1491,4.7,9,2025-06-02,2025-08-02,41.6,10.7,Generated,False
4289581320,Groww,Pipeline Engineer Intern,Data Engineering,Nagpur,Maharashtra,"Nagpur, Maharashtra",Remote,5000,4 Months,"GraphQL, MATLAB, MongoDB, Nginx",2946,3.7,16,2025-03-26,2025-05-26,48.7,-4.7,Generated,False
4289581321,Zerodha,CV Engineer Intern,AI Research,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Remote,10000,1 Month,"C++, Matplotlib, Sass, Seaborn",3995,3.8,24,2025-01-22,2025-03-22,58.5,26.2,Generated,False
4289581322,Reliance Digital,Cloud Architect Intern,Cloud Computing,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Remote,60000,6 Months,"Hadoop, JavaScript, Postman, RabbitMQ, Spark",3816,4.7,25,2025-04-01,2025-06-01,79.4,18.5,Generated,False
4289581323,Tata Digital,APM Intern,Product Management,Pune,Maharashtra,"Pune, Maharashtra",On-site,10000,2 Months,"Airflow, GitHub Actions, Scikit-learn",3462,3.3,20,2025-11-06,2025-12-06,50.3,1.9,Generated,False
4289581324,Accenture India,Network Engineering Intern,Network Engineering,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,18000,12 Months,"AWS, Figma, MATLAB, Redux, TensorFlow",1842,4.3,4,2025-09-03,2025-11-03,48.2,29.1,Generated,False
4289581325,Deloitte India,Quantum Computing Intern,Quantum Computing,Hubli,Karnataka,"Hubli, Karnataka",On-site,80000,2 Months,"C++, Computer Vision, Django, Postman, Svelte, Vite",3116,4.6,17,2025-05-28,2025-07-28,70.7,15.2,Generated,False
4289581326,IBM India,Security Analyst Intern,Cybersecurity,Patna,Bihar,"Patna, Bihar",Remote,20000,1 Month,"Google Analytics, Java, Kafka, Keras, Vue.js",2918,4.4,2,2025-10-16,2025-12-16,53.5,30.0,Generated,False
4289581327,Cognizant,Network Engineering Intern,Network Engineering,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,40000,6 Months,"Angular, Computer Vision, Django, Flask",1329,3.1,11,2025-05-11,2025-07-11,45.5,-1.1,Generated,False
4289581328,HCL Tech,AR/VR Development Intern,AR/VR Development,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Remote,20000,2 Months,"MongoDB, R, Seaborn",3646,3.9,7,2025-02-18,2025-04-18,60.9,14.5,Generated,False
4289581329,Tech Mahindra,Computer Vision Intern,Computer Vision,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",On-site,40000,4 Months,"AWS, Docker, NLP, Rust",73,3.9,13,2025-02-03,2025-04-03,29.6,8.0,Generated,False
4289581330,Capgemini,SRE Intern,DevOps,Pune,Maharashtra,"Pune, Maharashtra",On-site,100000,3 Months,"Google Analytics, Java, Spark, TypeScript",4084,4.7,6,2025-07-02,2025-09-02,86.0,15.2,Generated,False
4289581331,Oracle India,Smart Contract Intern,Blockchain,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Remote,75000,6 Months,"Hadoop, MATLAB, OpenCV, Spring Boot, Svelte",264,4.8,24,2025-06-21,2025-08-21,47.2,29.2,Generated,False
4289581332,SAP India,AR/VR Development Intern,AR/VR Development,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,20000,3 Months,"Cypress, Elasticsearch, Jest",366,4.9,12,2025-11-14,2025-12-14,36.9,19.2,Generated,False
4289581333,Salesforce India,Product Manager Intern,Product Management,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",On-site,80000,4 Months,"Angular, MongoDB, Power BI, Raspberry Pi, Spark, Unity",3901,3.1,23,2025-04-27,2025-06-27,71.8,6.6,Generated,False
4289581334,Adobe India,Software Engineer Intern,Software Development,Vadodara,Gujarat,"Vadodara, Gujarat",Remote,25000,1 Month,"Angular, Bootstrap, Cypress, R, Solidity",3268,4.2,13,2025-04-25,2025-06-25,57.2,22.2,Generated,False
4289581335,Intel India,Technical Writing Intern,Technical Writing,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,35000,6 Months,"AWS, Hadoop, Svelte",3609,3.5,3,2025-08-16,2025-10-16,57.2,28.2,Generated,False
4289581336,Samsung India,AR/VR Development Intern,AR/VR Development,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,30000,1 Month,"Bootstrap, Content Writing, Cypress, Excel",2622,3.7,24,2025-09-25,2025-11-25,55.7,12.1,Generated,False
4289581337,Nvidia India,Embedded Systems Intern,IoT,Ranchi,Jharkhand,"Ranchi, Jharkhand",Remote,15000,3 Months,"Elasticsearch, Flutter, PyTorch, REST APIs",3162,3.6,5,2025-02-06,2025-04-06,49.0,13.7,Generated,False
4289581338,Qualcomm India,Frontend Developer Intern,Frontend Development,Patna,Bihar,"Patna, Bihar",Hybrid,75000,6 Months,"Airflow, C++, Figma, React, Redis, Tailwind CSS",2024,3.8,2,2025-01-23,2025-03-23,62.4,12.9,Generated,False
4289581339,Goldman Sachs,Security Analyst Intern,Cybersecurity,Pune,Maharashtra,"Pune, Maharashtra",Hybrid,50000,3 Months,"Angular, Azure, CI/CD, Elasticsearch",58,4.1,12,2025-10-11,2025-12-11,39.2,12.8,Generated,False
4289581340,JP Morgan,Server Engineer Intern,Backend Development,Surat,Gujarat,"Surat, Gujarat",On-site,15000,2 Months,"Django, Matplotlib, REST APIs, Scikit-learn, Selenium",3802,4.9,19,2025-09-12,2025-11-12,59.7,19.0,Generated,False
4289581341,Morgan Stanley,NLP Engineer Intern,AI Research,Patna,Bihar,"Patna, Bihar",On-site,10000,3 Months,"Azure, Nginx, TypeScript",433,3.2,21,2025-03-28,2025-05-28,24.2,28.0,Generated,False
4289581342,Uber India,API Developer Intern,Backend Development,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",Remote,3000,3 Months,"FastAPI, Rust, SEO, Terraform",1353,4.4,7,2025-08-18,2025-10-18,39.6,-1.5,Generated,False
4289581343,Dream11,MERN Stack Intern,Full Stack Development,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",On-site,80000,12 Months,"Azure, GraphQL, Playwright, Svelte",1919,3.5,5,2025-11-24,2025-12-24,56.9,8.6,Generated,False
4289581344,Unacademy,QA Engineer Intern,Quality Assurance,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,5000,3 Months,"Excel, Figma, Nginx, Rust",1234,4.3,16,2025-02-08,2025-04-08,31.1,-1.1,Generated,False
4289581345,PhysicsWallah,BI Analyst Intern,Data Science,Pune,Maharashtra,"Pune, Maharashtra",Hybrid,40000,1 Month,"Firebase, Java, Next.js, Redux, Seaborn",421,4.3,17,2025-09-23,2025-11-23,33.4,-2.8,Generated,False
4289581346,BigBasket,Technical Writing Intern,Technical Writing,Mysore,Karnataka,"Mysore, Karnataka",Hybrid,80000,12 Months,"Content Writing, GCP, Go, MATLAB, Redux",2723,3.8,21,2025-12-26,2025-12-26,65.8,11.4,Generated,False
4289581347,Nykaa,AI Intern,Machine Learning,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,100000,3 Months,"MongoDB, NumPy, Spring Boot, Unreal Engine",3833,3.4,18,2025-11-12,2025-12-12,78.6,28.6,Generated,False
4289581348,PolicyBazaar,Natural Language Processing Intern,Natural Language Processing,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Hybrid,100000,3 Months,"FastAPI, HTML/CSS, Linux, Machine Learning",1928,4.5,10,2025-04-18,2025-06-18,67.7,3.1,Generated,False
4289581349,Cars24,Computer Vision Intern,Computer Vision,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Remote,60000,3 Months,"Django, Elasticsearch, Unity",4122,3.2,11,2025-11-16,2025-12-16,72.6,10.7,Generated,False
4289581350,Lenskart,Frontend Developer Intern,Web Development,Mysore,Karnataka,"Mysore, Karnataka",On-site,10000,2 Months,"Arduino, FastAPI, Nginx, Power BI, PyTorch",3783,5.0,16,2025-08-26,2025-10-26,59.5,12.3,Generated,False
4289581351,boAt,AR/VR Development Intern,AR/VR Development,Mumbai,Maharashtra,"Mumbai, Maharashtra",Hybrid,3000,12 Months,"Ansible, Docker, Flask, Solidity",4186,3.7,3,2025-08-12,2025-10-12,60.7,5.3,Generated,False
4289581352,UpGrad,Robotics Intern,Robotics,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,30000,12 Months,"AWS, Airflow, Content Writing, SEO, Tableau",1395,3.6,20,2025-02-08,2025-04-08,41.2,31.5,Generated,False
4289581353,InMobi,Android Developer Intern,Mobile Development,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,5000,6 Months,"Agile, Django, Kafka, Postman, RabbitMQ, Spring Boot",1182,4.5,25,2025-05-25,2025-07-25,38.0,12.2,Generated,False
4289581354,MakeMyTrip,Strategy Intern,Business Analytics,Pune,Maharashtra,"Pune, Maharashtra",Remote,15000,4 Months,"Flask, OpenCV, Swift",2177,4.4,6,2025-09-10,2025-11-10,47.9,23.7,Generated,False
4289581355,Oyo Rooms,SOC Analyst Intern,Cybersecurity,Jaipur,Rajasthan,"Jaipur, Rajasthan",Remote,30000,12 Months,"Deep Learning, Express.js, Pytest, Rust",1315,4.1,7,2025-08-14,2025-10-14,38.9,30.6,Generated,False
4289581356,Pine Labs,Digital Marketing Intern,Digital Marketing,Delhi NCR,Delhi,"Delhi NCR, Delhi",Remote,3000,6 Months,"Content Writing, JavaScript, MATLAB, Rust",1603,4.2,23,2025-12-07,2025-12-07,40.2,25.1,Generated,False
4289581357,BrowserStack,CV Engineer Intern,AI Research,Pune,Maharashtra,"Pune, Maharashtra",Hybrid,12000,12 Months,"Azure, Jest, Kubernetes, Pandas, PyTorch, Spark",3126,4.1,18,2025-10-09,2025-12-09,56.0,-0.7,Generated,False
4289581358,Postman,Smart Contract Intern,Blockchain,Bangalore,Karnataka,"Bangalore, Karnataka",Remote,15000,3 Months,"Kotlin, Machine Learning, Rust",1443,3.2,7,2025-03-13,2025-05-13,34.7,29.7,Generated,False
4289581359,Chargebee,AWS Solutions Intern,Cloud Computing,Surat,Gujarat,"Surat, Gujarat",Hybrid,35000,6 Months,"C++, Flask, Linux, Machine Learning, R, Unity",3816,3.1,9,2025-11-12,2025-12-12,60.1,13.9,Generated,False
4289581360,Mindtree,React Developer Intern,Web Development,Mangalore,Karnataka,"Mangalore, Karnataka",Hybrid,5000,1 Month,"Git, Kotlin, R, Redis, Vite",1269,4.9,5,2025-12-13,2025-12-13,35.0,14.2,Generated,False
4289581361,Mphasis,NLP Engineer Intern,AI Research,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,20000,6 Months,"JavaScript, R, SQL",1163,4.7,2,2025-04-09,2025-06-09,44.8,3.0,Generated,False
4289581362,LTIMindtree,Visual Designer Intern,UI/UX Design,Kochi,Kerala,"Kochi, Kerala",On-site,30000,3 Months,"Django, NumPy, Tailwind CSS",569,3.4,17,2025-09-12,2025-11-12,32.8,19.3,Generated,False
4289581363,Persistent Systems,Cybersecurity Intern,Cybersecurity,Pune,Maharashtra,"Pune, Maharashtra",On-site,35000,3 Months,"Azure, Computer Vision, Flask",4391,4.1,21,2025-05-22,2025-07-22,75.9,-3.9,Generated,False
4289581364,Coforge,Embedded Systems Intern,IoT,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Hybrid,5000,3 Months,"Deep Learning, Docker, NumPy, React, Redux",1955,3.3,18,2025-09-03,2025-11-03,36.9,13.7,Generated,False
4289581365,NIIT,Test Automation Intern,Quality Assurance,Mysore,Karnataka,"Mysore, Karnataka",Hybrid,60000,2 Months,"Bootstrap, GCP, Plotly, Vue.js",126,3.1,10,2025-10-19,2025-12-19,31.8,2.6,Generated,False
4289581366,Hexaware,Data Science Intern,Data Science,Kochi,Kerala,"Kochi, Kerala",Hybrid,10000,2 Months,"FastAPI, Power BI, Pytest, R",3188,4.6,7,2025-08-17,2025-10-17,53.0,12.3,Generated,False
4289581367,Zensar,Quantum Computing Intern,Quantum Computing,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Hybrid,50000,4 Months,"Flutter, Kafka, OpenCV, Terraform, Unity",3627,4.6,19,2025-08-23,2025-10-23,67.7,22.3,Generated,False
4289581368,Birlasoft,Computer Vision Intern,Computer Vision,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Hybrid,60000,12 Months,"Agile, Django, MATLAB, Pandas, Power BI, Raspberry Pi",4340,4.8,11,2025-05-26,2025-07-26,82.9,6.4,Generated,False
4289581369,Cyient,Technical Writing Intern,Technical Writing,Hyderabad,Telangana,"Hyderabad, Telangana",On-site,75000,12 Months,"Hadoop, Keras, Linux, Postman, Raspberry Pi",2248,4.2,19,2025-04-27,2025-06-27,62.4,8.3,Generated,False
4289581370,KPIT,IT Support Intern,IT Support,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Hybrid,80000,2 Months,"Blockchain, Machine Learning, Playwright, REST APIs",4207,3.0,13,2025-03-14,2025-05-14,79.9,-3.7,Generated,False
4289581371,Happiest Minds,Visual Designer Intern,UI/UX Design,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Hybrid,8000,4 Months,"Bootstrap, Redis, Spark",301,4.1,12,2025-04-02,2025-06-02,23.0,14.4,Generated,False
4289581372,Tata Elxsi,Unity Developer Intern,Game Development,Delhi NCR,Delhi,"Delhi NCR, Delhi",On-site,35000,2 Months,"Adobe XD, Content Writing, FastAPI, Jenkins, Sass",4240,3.0,24,2025-12-05,2025-12-05,66.5,9.9,Generated,False
4289581373,Ericsson India,IoT Engineer Intern,IoT,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,35000,1 Month,"HTML/CSS, Scrum, Spring Boot",3345,3.2,9,2025-05-28,2025-07-28,61.1,34.9,Generated,False
4289581374,Nokia India,Backend Developer Intern,Software Development,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Remote,40000,12 Months,"Figma, Git, Jest, SQL",1987,3.0,2,2025-02-16,2025-04-16,47.3,32.4,Generated,False
4289581375,Cisco India,Strategy Intern,Business Analytics,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",Remote,100000,2 Months,"Bootstrap, Express.js, Raspberry Pi",2006,4.3,24,2025-09-05,2025-11-05,72.0,2.1,Generated,False
4289581376,VMware India,Flutter Developer Intern,Mobile Development,Patna,Bihar,"Patna, Bihar",On-site,60000,1 Month,"PostgreSQL, R, Sass, Scikit-learn, Spark",2580,4.2,7,2025-12-21,2025-12-21,62.1,5.2,Generated,False
4289581377,Dell India,Natural Language Processing Intern,Natural Language Processing,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,50000,3 Months,"Flutter, Go, PyTorch, Tableau",2804,3.1,7,2025-03-04,2025-05-04,58.0,0.2,Generated,False
4289581378,HP India,Cloud Architect Intern,Cloud Computing,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,100000,6 Months,"Ansible, Django, GCP, OpenCV, Postman, Scrum",3670,3.4,9,2025-09-12,2025-11-12,84.6,19.4,Generated,False
4289581379,Lenovo India,Robotics Intern,Robotics,Ranchi,Jharkhand,"Ranchi, Jharkhand",Hybrid,20000,12 Months,"Ansible, Pytest, REST APIs",661,4.3,5,2025-07-17,2025-09-17,36.6,25.9,Generated,False
4289581380,Jio Platforms,Robotics Intern,Robotics,Surat,Gujarat,"Surat, Gujarat",Hybrid,100000,1 Month,"Adobe XD, HTML/CSS, Pandas, React, Sass, Unity",4261,4.3,1,2025-05-20,2025-07-20,94.7,1.1,Generated,False
4289581381,Airtel Digital,Robotics Intern,Robotics,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,35000,6 Months,"Bootstrap, Content Writing, Excel, Google Analytics, Kotlin, Machine Learning",4213,4.0,12,2025-12-09,2025-12-09,69.3,4.4,Generated,False
4289581382,Snapdeal,Data Science Intern,Data Science,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Remote,5000,3 Months,"Ansible, Elasticsearch, Kafka, Tableau",2877,3.4,21,2025-04-18,2025-06-18,49.0,13.1,Generated,False
4289581383,Dunzo,AI Intern,Machine Learning,Kochi,Kerala,"Kochi, Kerala",Hybrid,60000,1 Month,"React, SQL, Tailwind CSS",94,3.4,1,2025-09-10,2025-11-10,42.4,21.3,Generated,False
4289581384,Cure.fit,Unity Developer Intern,Game Development,Chandigarh,Punjab,"Chandigarh, Punjab",Remote,80000,4 Months,"MongoDB, Sass, Selenium",1625,3.9,3,2025-07-16,2025-09-16,59.1,10.2,Generated,False
4289581385,Simplilearn,Software Engineer Intern,Software Development,Ranchi,Jharkhand,"Ranchi, Jharkhand",On-site,30000,6 Months,"GraphQL, Hadoop, NumPy, Vue.js",3261,3.1,5,2025-05-09,2025-07-09,53.2,-2.1,Generated,False
4289581386,Vedantu,AI Research Intern,AI Research,Jaipur,Rajasthan,"Jaipur, Rajasthan",Remote,20000,4 Months,"Keras, MongoDB, Node.js, PostgreSQL, Power BI, Tableau",4198,3.0,8,2025-06-03,2025-08-03,62.7,6.0,Generated,False
4289581387,Ola Electric,MEAN Stack Intern,Full Stack Development,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Hybrid,10000,4 Months,"MATLAB, Pandas, Spark",1165,4.3,24,2025-09-27,2025-11-27,32.1,13.7,Generated,False
4289581388,Route Mobile,Full Stack Intern,Software Development,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Remote,20000,2 Months,"Computer Vision, Java, Linux, NumPy, OpenCV, Spark",3536,4.7,18,2025-04-02,2025-06-02,61.3,25.1,Generated,False
4289581389,Quick Heal,Web Developer Intern,Web Development,Guwahati,Assam,"Guwahati, Assam",Hybrid,20000,1 Month,"C++, Kotlin, Webpack",367,4.1,25,2025-03-26,2025-05-26,34.6,23.3,Generated,False
4289581390,NetApp India,Data Analyst Intern,Data Science,Jaipur,Rajasthan,"Jaipur, Rajasthan",On-site,12000,12 Months,"Arduino, Elasticsearch, MATLAB, NumPy, React, Tailwind CSS",4407,3.7,24,2025-09-01,2025-11-01,62.2,31.9,Generated,False
4289581391,Micron India,Computer Vision Intern,Computer Vision,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,75000,1 Month,"Azure, CI/CD, Cypress, NumPy, Vue.js",120,4.2,22,2025-07-21,2025-09-21,48.6,10.5,Generated,False
4289581392,Seagate India,Natural Language Processing Intern,Natural Language Processing,Chandigarh,Punjab,"Chandigarh, Punjab",Remote,40000,3 Months,"JIRA, Nginx, Solidity",4311,4.8,14,2025-05-07,2025-07-07,79.2,17.0,Generated,False
4289581393,Western Digital,Cloud Architect Intern,Cloud Computing,Mangalore,Karnataka,"Mangalore, Karnataka",Remote,75000,6 Months,"Adobe XD, Arduino, Computer Vision, Cypress, SQL, Tableau",1471,4.5,4,2025-01-08,2025-03-08,62.3,15.1,Generated,False
4289581394,Xiaomi India,Business Analyst Intern,Business Analytics,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Hybrid,35000,6 Months,"Azure, Svelte, Tailwind CSS",4327,3.7,21,2025-09-28,2025-11-28,71.7,13.8,Generated,False
4289581395,OnePlus India,Digital Marketing Intern,Digital Marketing,Chandigarh,Punjab,"Chandigarh, Punjab",Remote,10000,4 Months,"CI/CD, Django, Jenkins, Linux",4011,3.1,22,2025-08-10,2025-10-10,52.9,30.2,Generated,False
4289581396,Oppo India,Analytics Intern,Business Analytics,Kochi,Kerala,"Kochi, Kerala",On-site,50000,2 Months,"Ansible, Bootstrap, Express.js, Jenkins, Keras, Playwright",4529,4.5,18,2025-08-24,2025-10-24,80.6,19.3,Generated,False
4289581397,Vivo India,MERN Stack Intern,Full Stack Development,Pune,Maharashtra,"Pune, Maharashtra",On-site,30000,2 Months,"Bootstrap, GraphQL, PostgreSQL, Rust",510,3.8,7,2025-09-13,2025-11-13,31.1,30.5,Generated,False
4289581398,Sonata Software,UI/UX Designer Intern,UI/UX Design,Hubli,Karnataka,"Hubli, Karnataka",On-site,100000,12 Months,"Ansible, GraphQL, HTML/CSS, Linux, Next.js, Raspberry Pi",3626,4.4,9,2025-08-19,2025-10-19,81.7,9.9,Generated,False
4289581399,Newgen Software,MEAN Stack Intern,Full Stack Development,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Hybrid,18000,1 Month,"Linux, Solidity, TypeScript, Webpack",3251,3.3,25,2025-07-06,2025-09-06,50.1,13.8,Generated,False
4289581400,Tanla Platforms,Digital Marketing Intern,Digital Marketing,Hubli,Karnataka,"Hubli, Karnataka",Hybrid,60000,4 Months,"Computer Vision, Jest, Pytest",3335,3.1,15,2025-07-24,2025-09-24,60.7,21.0,Generated,False
4289581401,Amdocs India,UI/UX Designer Intern,UI/UX Design,Surat,Gujarat,"Surat, Gujarat",Remote,80000,3 Months,"Adobe XD, Arduino, GCP, Kubernetes, Plotly, Unity",2947,4.7,20,2025-12-24,2025-12-24,70.2,31.1,Generated,False
4289581402,LTTS,Data Analyst Intern,Data Science,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,50000,4 Months,"AWS, Cypress, Figma, OpenCV, Solidity",2973,3.4,22,2025-02-15,2025-04-15,56.5,-1.5,Generated,False
4289581403,Google India,IT Support Intern,IT Support,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,50000,2 Months,"Figma, GraphQL, Tableau, Terraform",1941,4.5,7,2025-03-05,2025-05-05,52.9,15.0,Generated,False
4289581404,Microsoft,Digital Marketing Intern,Digital Marketing,Pune,Maharashtra,"Pune, Maharashtra",Remote,18000,4 Months,"Flutter, Kafka, Pandas, Playwright, RabbitMQ, Swift",2535,4.7,18,2025-10-07,2025-12-07,56.7,30.4,Generated,False
4289581405,Amazon,MERN Stack Intern,Full Stack Development,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,10000,3 Months,"Nginx, OpenCV, React, TypeScript",364,4.9,16,2025-10-01,2025-12-01,32.6,29.2,Generated,False
4289581406,Flipkart,IT Support Intern,IT Support,Chandigarh,Punjab,"Chandigarh, Punjab",On-site,100000,2 Months,"HTML/CSS, Pandas, Playwright, R",2043,3.5,7,2025-11-11,2025-12-11,62.2,0.6,Generated,False
4289581407,Infosys,Digital Marketing Intern,Digital Marketing,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,8000,3 Months,"GitHub Actions, Jest, Pytest, Raspberry Pi, Solidity",3270,4.1,14,2025-07-16,2025-09-16,56.4,25.9,Generated,False
4289581408,TCS,Deep Learning Intern,Machine Learning,Chandigarh,Punjab,"Chandigarh, Punjab",On-site,80000,6 Months,"MATLAB, Playwright, PostgreSQL, React, Vite",2293,4.4,25,2025-12-13,2025-12-13,70.8,13.9,Generated,False
4289581409,Wipro,Business Analyst Intern,Product Management,Bangalore,Karnataka,"Bangalore, Karnataka",Hybrid,30000,4 Months,"Airflow, Keras, Postman",2528,3.8,22,2025-09-01,2025-11-01,53.4,15.1,Generated,False
